file,line,kind,text,suggestedNamespace
"app/legal/privacy/page.tsx","44","jsx","We act as the Data Controller for the personal data you provide to us directly.","common"
"app/legal/privacy/page.tsx","46","jsx","Company Name:","common"
"app/legal/privacy/page.tsx","46","jsx","CHALET AQUARIUS LTD","common"
"app/legal/privacy/page.tsx","47","jsx","Company Number:","common"
"app/legal/privacy/page.tsx","48","jsx","Registered Address:","common"
"app/legal/privacy/page.tsx","48","jsx","20 Wenlock Road, London, England, N1 7GU","common"
"app/legal/privacy/page.tsx","49","jsx","Email:","common"
"app/legal/privacy/page.tsx","49","jsx","info@chaletcoaching.co.uk","common"
"app/legal/privacy/page.tsx","51","jsx","By using the Service, purchasing Tokens, or requesting a fitness plan, you acknowledge the terms of this Policy. This Service is strictly intended for users aged 18 and over.","common"
"app/legal/privacy/page.tsx","57","jsx","2. Data We Collect","common"
"app/legal/privacy/page.tsx","59","jsx","We collect data necessary to generate personalized fitness plans, process Token payments, and deliver digital content.","common"
"app/legal/privacy/page.tsx","61","jsx","2.1. Data You Provide","common"
"app/legal/privacy/page.tsx","63","jsx","Account Information:","common"
"app/legal/privacy/page.tsx","63","jsx","Your name, email address, phone number, and secure password.","common"
"app/legal/privacy/page.tsx","64","jsx","Physical & Health Data (Special Category Data):","common"
"app/legal/privacy/page.tsx","64","jsx","To create effective AI or Trainer-led fitness plans, we collect sensitive data including, but not limited to:","common"
"app/legal/privacy/page.tsx","66","jsx","Age, gender, height, and weight.","common"
"app/legal/privacy/page.tsx","67","jsx","Fitness goals (e.g., weight loss, muscle gain).","common"
"app/legal/privacy/page.tsx","68","jsx","Current fitness level and lifestyle habits.","common"
"app/legal/privacy/page.tsx","69","jsx","Physical limitations or past injuries (to ensure safety).","common"
"app/legal/privacy/page.tsx","71","jsx","Legal Basis:","common"
"app/legal/privacy/page.tsx","71","jsx","By submitting this information, you provide Explicit Consent for us to process this data solely for the purpose of generating your workout plan.","common"
"app/legal/privacy/page.tsx","73","jsx","Transaction Data:","common"
"app/legal/privacy/page.tsx","73","jsx","Details of Token package purchases, payment history, and current Token balance. We do not store full credit card numbers.","common"
"app/legal/privacy/page.tsx","74","jsx","Support Communications:","common"
"app/legal/privacy/page.tsx","74","jsx","Records of your correspondence with our support team or chat history with Trainers.","common"
"app/legal/privacy/page.tsx","77","jsx","2.2. Data Collected Automatically","common"
"app/legal/privacy/page.tsx","79","jsx","Technical Data:","common"
"app/legal/privacy/page.tsx","79","jsx","IP address, browser type and version, time zone setting, operating system, and device type.","common"
"app/legal/privacy/page.tsx","80","jsx","Usage Data:","common"
"app/legal/privacy/page.tsx","80","jsx","Information about how you navigate our dashboard, download courses, and utilize the Token system.","common"
"app/legal/privacy/page.tsx","81","jsx","Cookies:","common"
"app/legal/privacy/page.tsx","81","jsx","Small data files stored on your device to maintain your login session and preferences.","common"
"app/legal/privacy/page.tsx","88","jsx","3. How We Use Your Data","common"
"app/legal/privacy/page.tsx","90","jsx","We process your personal data under the UK GDPR and Data Protection Act 2018 based on the following legal grounds:","common"
"app/legal/privacy/page.tsx","92","jsx","3.1. Performance of a Contract","common"
"app/legal/privacy/page.tsx","94","jsx","To manage your User Account and Token Wallet.","common"
"app/legal/privacy/page.tsx","95","jsx","To deliver the purchased PDF courses to your email and dashboard.","common"
"app/legal/privacy/page.tsx","96","jsx","To process payments via our payment processors (Visa/Mastercard).","common"
"app/legal/privacy/page.tsx","99","jsx","3.2. Explicit Consent (Article 9 UK GDPR)","common"
"app/legal/privacy/page.tsx","101","jsx","To process your Health and Physical Data for the specific purpose of generating a workout routine. You may withdraw this consent at any time by deleting your account, but this will prevent us from providing further services.","common"
"app/legal/privacy/page.tsx","104","jsx","3.3. Legal Obligation","common"
"app/legal/privacy/page.tsx","106","jsx","To maintain financial records for tax and accounting purposes (HMRC compliance).","common"
"app/legal/privacy/page.tsx","107","jsx","To prevent fraud and money laundering.","common"
"app/legal/privacy/page.tsx","110","jsx","3.4. Legitimate Interests","common"
"app/legal/privacy/page.tsx","112","jsx","To improve our AI algorithms and website functionality.","common"
"app/legal/privacy/page.tsx","113","jsx","To send strictly operational emails (e.g., &quot;Course Ready for Download&quot;, &quot;Password Reset&quot;).","common"
"app/legal/privacy/page.tsx","120","jsx","4. Sharing of Personal Data","common"
"app/legal/privacy/page.tsx","122","jsx","To provide our services, we may share your data with trusted third parties. We require all third parties to respect the security of your personal data and to treat it in accordance with the law.","common"
"app/legal/privacy/page.tsx","124","jsx","Contracted Fitness Trainers:","common"
"app/legal/privacy/page.tsx","124","jsx","If you purchase a &quot;Trainer Course,&quot; we share your Physical & Health Data with the specific human trainer assigned to your order so they can compile your PDF plan.","common"
"app/legal/privacy/page.tsx","125","jsx","AI Technology Providers:","common"
"app/legal/privacy/page.tsx","125","jsx","If you purchase an &quot;AI Course,&quot; your anonymized or pseudonymized metrics are processed by our AI algorithms to generate the content instantly.","common"
"app/legal/privacy/page.tsx","126","jsx","Payment Processors:","common"
"app/legal/privacy/page.tsx","126","jsx","We use secure third-party payment gateways to process Visa/Mastercard transactions. They process your financial data independently.","common"
"app/legal/privacy/page.tsx","127","jsx","Service Providers:","common"
"app/legal/privacy/page.tsx","127","jsx","Cloud hosting services (to store your PDF files securely), email delivery services (to send your plans), and IT support.","common"
"app/legal/privacy/page.tsx","128","jsx","Professional Advisers:","common"
"app/legal/privacy/page.tsx","128","jsx","Accountants and lawyers for legal and financial compliance.","common"
"app/legal/privacy/page.tsx","130","jsx","We do NOT sell your personal data to advertisers.","common"
"app/legal/privacy/page.tsx","136","jsx","5. International Data Transfers","common"
"app/legal/privacy/page.tsx","138","jsx","Our servers and third-party service providers (e.g., cloud hosting) may be located outside the UK or the European Economic Area (EEA).","common"
"app/legal/privacy/page.tsx","139","jsx","If we transfer your data out of the UK, we ensure a similar degree of protection is afforded to it by ensuring at least one of the following safeguards is implemented:","common"
"app/legal/privacy/page.tsx","141","jsx","The country is deemed to provide an adequate level of protection; or","common"
"app/legal/privacy/page.tsx","142","jsx","We use specific contracts approved by the UK Information Commissioner&apos;s Office (ICO) regarding personal data protection (Standard Contractual Clauses).","common"
"app/legal/privacy/page.tsx","149","jsx","6. Data Retention","common"
"app/legal/privacy/page.tsx","151","jsx","We retain your personal data only as long as necessary to fulfill the purposes we collected it for:","common"
"app/legal/privacy/page.tsx","153","jsx","Account & Health Data:","common"
"app/legal/privacy/page.tsx","153","jsx","Retained while your account is active to allow you to download past courses. If you delete your account, this data is anonymized or erased within 30 days.","common"
"app/legal/privacy/page.tsx","154","jsx","Financial Records:","common"
"app/legal/privacy/page.tsx","154","jsx","Kept for 6 years to comply with UK tax laws.","common"
"app/legal/privacy/page.tsx","155","jsx","Token History:","common"
"app/legal/privacy/page.tsx","155","jsx","Retained for audit purposes as long as the account exists.","common"
"app/legal/privacy/page.tsx","162","jsx","7. Your Legal Rights","common"
"app/legal/privacy/page.tsx","164","jsx","Under the UK GDPR, you have the right to:","common"
"app/legal/privacy/page.tsx","166","jsx","Access:","common"
"app/legal/privacy/page.tsx","166","jsx","Request a copy of the personal data we hold about you.","common"
"app/legal/privacy/page.tsx","167","jsx","Correction:","common"
"app/legal/privacy/page.tsx","167","jsx","Request correction of inaccurate data (e.g., updating your weight or email).","common"
"app/legal/privacy/page.tsx","168","jsx","Erasure (Right to be Forgotten):","common"
"app/legal/privacy/page.tsx","168","jsx","Request deletion of your data (subject to our legal tax obligations).","common"
"app/legal/privacy/page.tsx","169","jsx","Restriction:","common"
"app/legal/privacy/page.tsx","169","jsx","Request restriction of processing.","common"
"app/legal/privacy/page.tsx","170","jsx","Data Portability:","common"
"app/legal/privacy/page.tsx","170","jsx","Request transfer of your data to you or another provider.","common"
"app/legal/privacy/page.tsx","172","jsx","To exercise these rights, please contact us at info@chaletcoaching.co.uk.","common"
"app/legal/privacy/page.tsx","178","jsx","8. Data Security","common"
"app/legal/privacy/page.tsx","180","jsx","We implement robust security measures to prevent your personal data from being accidentally lost, used, or accessed in an unauthorized way.","common"
"app/legal/privacy/page.tsx","182","jsx","We use SSL/TLS encryption for all data in transit.","common"
"app/legal/privacy/page.tsx","183","jsx","Access to your Health Data is restricted to employees and trainers who have a direct business need to know.","common"
"app/legal/privacy/page.tsx","184","jsx","Files stored in the dashboard are protected by authentication protocols.","common"
"app/legal/privacy/page.tsx","191","jsx","9. Third-Party Links","common"
"app/legal/privacy/page.tsx","192","jsx","Our website may contain links to third-party websites. Clicking on those links may allow third parties to collect data about you. We do not control these third-party websites and are not responsible for their privacy statements.","common"
"app/legal/privacy/page.tsx","199","jsx","10. Updates to This Policy","common"
"app/legal/privacy/page.tsx","200","jsx","We may update this Privacy Policy from time to time. The new version will be posted on this page with an updated &quot;Effective Date&quot;. Continued use of the Service constitutes acceptance of the updated policy.","common"
"app/legal/privacy/page.tsx","207","jsx","11. Contact Us","common"
"app/legal/privacy/page.tsx","209","jsx","If you have any questions about this Privacy Policy or how we handle your health data, please contact:","common"
"app/legal/privacy/page.tsx","211","jsx","CHALET AQUARIUS LTD","common"
"app/legal/privacy/page.tsx","212","jsx","Address:","common"
"app/legal/privacy/page.tsx","212","jsx","20 Wenlock Road, London, England, N1 7GU","common"
"app/legal/privacy/page.tsx","213","jsx","Email:","common"
"app/legal/privacy/page.tsx","213","jsx","info@chaletcoaching.co.uk","common"
"app/legal/privacy/page.tsx","214","jsx","Phone:","common"
"app/legal/refunds/page.tsx","27","jsx","Policy","common"
"app/legal/refunds/page.tsx","30","jsx","Refund and Return","common"
"app/legal/refunds/page.tsx","31","jsx","Policy","common"
"app/legal/refunds/page.tsx","38","jsx","1. Introduction","common"
"app/legal/refunds/page.tsx","40","jsx","This Refund and Return Policy (&quot;Policy&quot;) governs the cancellation of orders, refund requests for Token packages, and disputes regarding digital content provided by CHALET AQUARIUS LTD (Company No: 15587263).","common"
"app/legal/refunds/page.tsx","41","jsx","By purchasing Tokens or exchanging them for Fitness Courses on chaletcoaching.co.uk, you agree to the terms outlined below. This Policy operates in conjunction with our Terms and Conditions.","common"
"app/legal/refunds/page.tsx","47","jsx","2. Refund of Token Packages (Monetary Refunds)","common"
"app/legal/refunds/page.tsx","49","jsx","Tokens are the virtual currency used to access our services. The refund of real currency (Fiat) for Token packages is subject to strict conditions.","common"
"app/legal/refunds/page.tsx","51","jsx","2.1. Unused Token Packages.","common"
"app/legal/refunds/page.tsx","52","jsx","You have the right to request a full refund for a purchased Token Package within 14 days of the transaction date, provided that:","common"
"app/legal/refunds/page.tsx","54","jsx","None of the Tokens from that specific package have been used or exchanged for a Course.","common"
"app/legal/refunds/page.tsx","55","jsx","The transaction has settled and is not subject to a payment dispute.","common"
"app/legal/refunds/page.tsx","58","jsx","2.2. Partially Used Packages.","common"
"app/legal/refunds/page.tsx","59","jsx","Once you have used any portion of a Token Package (e.g., purchasing a Single Course using tokens from the &quot;Momentum Pack&quot;), the entire package is deemed &quot;activated&quot; and used.","common"
"app/legal/refunds/page.tsx","61","jsx","No partial refunds will be issued for the remaining balance of Tokens in a package.","common"
"app/legal/refunds/page.tsx","62","jsx","This policy ensures the integrity of our bulk-pricing model.","common"
"app/legal/refunds/page.tsx","65","jsx","2.3. Processing Fee.","common"
"app/legal/refunds/page.tsx","66","jsx","For eligible monetary refunds, we reserve the right to deduct a processing fee (typically 3-5%) to cover the merchant fees (Visa/Mastercard) and administrative costs incurred during the original transaction and the refund process.","common"
"app/legal/refunds/page.tsx","72","jsx","3. Cancellation of Course Orders (Token Reversals)","common"
"app/legal/refunds/page.tsx","74","jsx","This section governs the return of Tokens to your account balance, not the return of money to your bank account.","common"
"app/legal/refunds/page.tsx","76","jsx","3.1. AI-Generated Courses (Instant).","common"
"app/legal/refunds/page.tsx","77","jsx","Due to the nature of this service:","common"
"app/legal/refunds/page.tsx","79","jsx","AI Courses are generated and delivered instantly (or within minutes) upon purchase.","common"
"app/legal/refunds/page.tsx","80","jsx","Once you click &quot;Buy&quot; or &quot;Generate,&quot; the service is fully performed.","common"
"app/legal/refunds/page.tsx","81","jsx","Refund Status: Strictly Non-Refundable.","common"
"app/legal/refunds/page.tsx","81","jsx","Tokens cannot be returned once the generation process has started.","common"
"app/legal/refunds/page.tsx","84","jsx","3.2. Trainer-Created Courses (Delayed).","common"
"app/legal/refunds/page.tsx","85","jsx","These courses require manual work by a human professional.","common"
"app/legal/refunds/page.tsx","87","jsx","Pending Status:","common"
"app/legal/refunds/page.tsx","87","jsx","If you wish to cancel a Trainer Course before the Trainer has started working on it (status is &quot;Pending&quot;), you may contact support. If approved, Tokens will be returned to your Dashboard balance.","common"
"app/legal/refunds/page.tsx","88","jsx","In-Progress / Delivered Status:","common"
"app/legal/refunds/page.tsx","88","jsx","Once the Trainer has begun compiling your plan or the file has been sent/uploaded, the service is deemed commenced. No cancellation or Token refund is possible.","common"
"app/legal/refunds/page.tsx","95","jsx","4. Digital Content & Right of Withdrawal","common"
"app/legal/refunds/page.tsx","97","jsx","4.1. Consumer Rights Act Waiver.","common"
"app/legal/refunds/page.tsx","98","jsx","Under UK and EU consumer law, you typically have a 14-day &quot;cooling-off&quot; period. However, this does not apply to digital content once the download or streaming has begun.","common"
"app/legal/refunds/page.tsx","100","jsx","By purchasing a Course and initiating the download (or receiving it via email), you expressly acknowledge that you lose your right of withdrawal.","common"
"app/legal/refunds/page.tsx","103","jsx","4.2. &quot;Result&quot; Disclaimer.","common"
"app/legal/refunds/page.tsx","104","jsx","We provide educational fitness plans. We do not guarantee specific physical results (e.g., weight loss, muscle gain).","common"
"app/legal/refunds/page.tsx","106","jsx","Dissatisfaction with the difficulty, style, or effectiveness of the workout plan is not valid grounds for a refund.","common"
"app/legal/refunds/page.tsx","113","jsx","5. Technical Issues and Defective Content","common"
"app/legal/refunds/page.tsx","115","jsx","5.1. Corrupted Files.","common"
"app/legal/refunds/page.tsx","116","jsx","If a purchased PDF file is corrupted, blank, or technically inaccessible:","common"
"app/legal/refunds/page.tsx","118","jsx","You must contact info@chaletcoaching.co.uk within 48 hours of purchase.","common"
"app/legal/refunds/page.tsx","119","jsx","We will attempt to provide a replacement file free of charge.","common"
"app/legal/refunds/page.tsx","120","jsx","If we cannot provide a working file, the Tokens used for that specific order will be refunded to your Account.","common"
"app/legal/refunds/page.tsx","123","jsx","5.2. Non-Delivery.","common"
"app/legal/refunds/page.tsx","124","jsx","If you spent Tokens but did not receive the Course in your Dashboard or Email:","common"
"app/legal/refunds/page.tsx","126","jsx","Please check your Spam/Junk folder first.","common"
"app/legal/refunds/page.tsx","127","jsx","Contact support immediately. If the system failed to deliver the product, we will manually send the file or refund the Tokens.","common"
"app/legal/refunds/page.tsx","134","jsx","6. Method of Monetary Refund","common"
"app/legal/refunds/page.tsx","136","jsx","6.1. Original Payment Method.","common"
"app/legal/refunds/page.tsx","137","jsx","Where a monetary refund is approved (under Section 2), it will be processed strictly to the original payment method used (Visa or MasterCard). We cannot issue refunds to third-party accounts or via cash.","common"
"app/legal/refunds/page.tsx","139","jsx","6.2. Timeline.","common"
"app/legal/refunds/page.tsx","140","jsx","Refunds typically take 5–10 business days to appear on your bank statement, depending on your card issuer&apos;s processing times.","common"
"app/legal/refunds/page.tsx","142","jsx","6.3. Currency Exchange Risks.","common"
"app/legal/refunds/page.tsx","143","jsx","We transact in GBP, EUR, and USD.","common"
"app/legal/refunds/page.tsx","145","jsx","If your bank account is in a different currency, your bank may apply exchange rates.","common"
"app/legal/refunds/page.tsx","146","jsx","We refund the exact amount charged in the transaction currency. We are not liable for any difference in the refund amount caused by exchange rate fluctuations between the purchase date and refund date.","common"
"app/legal/refunds/page.tsx","153","jsx","7. Disputes and Chargebacks","common"
"app/legal/refunds/page.tsx","155","jsx","If you initiate a payment dispute (Chargeback) with your bank without first contacting our support team to resolve the issue:","common"
"app/legal/refunds/page.tsx","157","jsx","Your Account and access to all purchased Courses will be suspended immediately.","common"
"app/legal/refunds/page.tsx","158","jsx","We will submit this Policy, your access logs, and download records to the bank as evidence that the digital service was delivered.","common"
"app/legal/refunds/page.tsx","159","jsx","We reserve the right to ban your IP address and device from future use of our Service.","common"
"app/legal/refunds/page.tsx","166","jsx","8. Contact Information","common"
"app/legal/refunds/page.tsx","168","jsx","To request a refund or report a technical issue, please include your User ID and Order Reference and contact us at:","common"
"app/legal/refunds/page.tsx","170","jsx","CHALET AQUARIUS LTD","common"
"app/legal/refunds/page.tsx","171","jsx","Email:","common"
"app/legal/refunds/page.tsx","171","jsx","info@chaletcoaching.co.uk","common"
"app/legal/refunds/page.tsx","172","jsx","Address:","common"
"app/legal/refunds/page.tsx","172","jsx","20 Wenlock Road, London, England, N1 7GU","common"
"app/legal/refunds/page.tsx","173","jsx","Phone:","common"
"app/legal/terms/page.tsx","25","jsx","Policy","common"
"app/legal/terms/page.tsx","28","jsx","Terms and","common"
"app/legal/terms/page.tsx","29","jsx","Conditions","common"
"app/legal/terms/page.tsx","31","jsx","Last Updated: January 17, 2026","common"
"app/legal/terms/page.tsx","36","jsx","1. Introduction and Acceptance","common"
"app/legal/terms/page.tsx","38","jsx","1.1. Parties.","common"
"app/legal/terms/page.tsx","38","jsx","These Terms and Conditions (&quot;Terms&quot;) constitute a legally binding agreement between CHALET AQUARIUS LTD (&quot;Company&quot;, &quot;we&quot;, &quot;us&quot;, &quot;our&quot;), a company registered in England and Wales (Company Number: 15587263), with its registered office at 20 Wenlock Road, London, England, N1 7GU, and you (&quot;User&quot;, &quot;Customer&quot;, &quot;you&quot;), the individual accessing our website chaletcoaching.co.uk (the &quot;Site&quot;) or purchasing our fitness content and services (the &quot;Service&quot;).","common"
"app/legal/terms/page.tsx","39","jsx","1.2. Agreement.","common"
"app/legal/terms/page.tsx","39","jsx","By registering an account, purchasing Tokens, or downloading any fitness course (PDF), you expressly agree to be bound by these Terms. If you do not agree, you must cease using the Service immediately.","common"
"app/legal/terms/page.tsx","40","jsx","1.3. Nature of Service.","common"
"app/legal/terms/page.tsx","40","jsx","You acknowledge that CHALET AQUARIUS LTD provides digital fitness educational content. We offer fitness courses generated by Artificial Intelligence (&quot;AI Courses&quot;) and courses compiled by human trainers (&quot;Trainer Courses&quot;). All content is provided in digital format (PDF) and is accessed via the Site dashboard or email.","common"
"app/legal/terms/page.tsx","46","jsx","2. Definitions","common"
"app/legal/terms/page.tsx","48","jsx","• Account:","common"
"app/legal/terms/page.tsx","48","jsx","The registered user profile on the chaletcoaching.co.uk platform.","common"
"app/legal/terms/page.tsx","49","jsx","• Tokens:","common"
"app/legal/terms/page.tsx","49","jsx","The internal virtual currency/credits used solely within the Site to purchase Courses. Tokens have no monetary value outside of our Service.","common"
"app/legal/terms/page.tsx","50","jsx","• Course / Plan:","common"
"app/legal/terms/page.tsx","50","jsx","The digital fitness guide (PDF) purchased by the User, which may be AI-generated or Trainer-created.","common"
"app/legal/terms/page.tsx","51","jsx","• Dashboard:","common"
"app/legal/terms/page.tsx","51","jsx","The private area of the Site where Users can manage their Tokens and download purchased content.","common"
"app/legal/terms/page.tsx","52","jsx","• Trainer:","common"
"app/legal/terms/page.tsx","52","jsx","A human fitness professional engaged by the Company to create specific workout plans.","common"
"app/legal/terms/page.tsx","53","jsx","• AI:","common"
"app/legal/terms/page.tsx","53","jsx","Artificial Intelligence algorithms used to generate instant fitness plans based on User inputs.","common"
"app/legal/terms/page.tsx","59","jsx","3. Account Eligibility and Security","common"
"app/legal/terms/page.tsx","61","jsx","3.1. Eligibility.","common"
"app/legal/terms/page.tsx","61","jsx","You must be at least 18 years old to use the Service. By creating an account, you represent and warrant that you meet this age requirement and have the legal capacity to enter into a binding contract.","common"
"app/legal/terms/page.tsx","62","jsx","3.2. Accuracy.","common"
"app/legal/terms/page.tsx","62","jsx","You agree to provide current, complete, and accurate information regarding your physical metrics and goals when requesting a Course. Inaccurate data may lead to ineffective or unsuitable workout plans.","common"
"app/legal/terms/page.tsx","63","jsx","3.3. Security.","common"
"app/legal/terms/page.tsx","63","jsx","You are responsible for maintaining the confidentiality of your login credentials. CHALET AQUARIUS LTD is not liable for any loss (including loss of Tokens) arising from unauthorized access to your Account.","common"
"app/legal/terms/page.tsx","69","jsx","4. Token System & Virtual Currency","common"
"app/legal/terms/page.tsx","71","jsx","4.1. Purchasing Tokens.","common"
"app/legal/terms/page.tsx","71","jsx","Services on the Site are purchased using Tokens. Tokens are sold in packages (e.g., Starter Spark, Momentum Pack, Elite Performance) or custom amounts.","common"
"app/legal/terms/page.tsx","73","jsx","Starter Spark: 10,000 Tokens","common"
"app/legal/terms/page.tsx","74","jsx","Momentum Pack: 20,000 Tokens","common"
"app/legal/terms/page.tsx","75","jsx","Elite Performance: 30,000 Tokens","common"
"app/legal/terms/page.tsx","77","jsx","4.2. No Cash Value.","common"
"app/legal/terms/page.tsx","77","jsx","Tokens are a limited license to use digital features of our Site. They are not cryptocurrency, financial instruments, or real money. Tokens are non-transferable and cannot be redeemed for cash, returned for a refund (except where required by law), or exchanged outside of the Service.","common"
"app/legal/terms/page.tsx","78","jsx","4.3. Expiration.","common"
"app/legal/terms/page.tsx","78","jsx","Unless otherwise stated, Tokens do not expire as long as your Account remains active. However, we reserve the right to cancel Tokens if an Account is terminated for violation of these Terms.","common"
"app/legal/terms/page.tsx","84","jsx","5. Service Delivery & Digital Content","common"
"app/legal/terms/page.tsx","86","jsx","5.1. Format.","common"
"app/legal/terms/page.tsx","86","jsx","All Courses are delivered as downloadable digital files (PDF format).","common"
"app/legal/terms/page.tsx","87","jsx","5.2. Delivery Methods.","common"
"app/legal/terms/page.tsx","87","jsx","Purchased Courses are:","common"
"app/legal/terms/page.tsx","89","jsx","Available for download in your Account Dashboard.","common"
"app/legal/terms/page.tsx","90","jsx","Sent to the email address associated with your Account.","common"
"app/legal/terms/page.tsx","92","jsx","5.3. Delivery Timeframes.","common"
"app/legal/terms/page.tsx","94","jsx","AI Courses:","common"
"app/legal/terms/page.tsx","94","jsx","Typically generated and delivered within minutes of purchase.","common"
"app/legal/terms/page.tsx","95","jsx","Trainer Courses:","common"
"app/legal/terms/page.tsx","95","jsx","These require manual compilation. Delivery times vary based on complexity and Trainer availability, typically ranging from a few hours to several days.","common"
"app/legal/terms/page.tsx","97","jsx","5.4. Delays.","common"
"app/legal/terms/page.tsx","97","jsx","While we strive to meet these timeframes, CHALET AQUARIUS LTD is not liable for technical delays, email delivery failures (e.g., spam filters), or Trainer delays due to high demand.","common"
"app/legal/terms/page.tsx","103","jsx","6. Health Disclaimer and Physical Activity","common"
"app/legal/terms/page.tsx","105","jsx","6.1. Not Medical Advice.","common"
"app/legal/terms/page.tsx","105","jsx","The content provided by CHALET AQUARIUS LTD, whether AI-generated or Trainer-created, is for educational and informational purposes only. It is not medical advice, diagnosis, or treatment.","common"
"app/legal/terms/page.tsx","106","jsx","6.2. Consult a Physician.","common"
"app/legal/terms/page.tsx","106","jsx","You should consult with a physician or other healthcare professional before starting this or any other fitness program to determine if it is right for your needs.","common"
"app/legal/terms/page.tsx","107","jsx","6.3. Assumption of Risk.","common"
"app/legal/terms/page.tsx","107","jsx","Participation in any exercise program involves a risk of physical injury. By using our Services, you agree that you do so entirely at your own risk. CHALET AQUARIUS LTD, its officers, employees, and agents shall not be liable for any injury, health impairment, or death arising out of or in connection with the use of our fitness plans.","common"
"app/legal/terms/page.tsx","113","jsx","7. Intellectual Property & Usage Rights","common"
"app/legal/terms/page.tsx","115","jsx","7.1. License.","common"
"app/legal/terms/page.tsx","115","jsx","Upon purchase of a Course, we grant you a limited, non-exclusive, non-transferable, personal license to download and view the PDF for your personal, non-commercial use.","common"
"app/legal/terms/page.tsx","116","jsx","7.2. Prohibited Use.","common"
"app/legal/terms/page.tsx","116","jsx","You strictly agree not to:","common"
"app/legal/terms/page.tsx","118","jsx","Resell, redistribute, or share the PDF files with third parties.","common"
"app/legal/terms/page.tsx","119","jsx","Publish the content on other websites or social media.","common"
"app/legal/terms/page.tsx","120","jsx","Remove any copyright or proprietary notices from the files.","common"
"app/legal/terms/page.tsx","122","jsx","7.3. Ownership.","common"
"app/legal/terms/page.tsx","122","jsx","All content, site design, logos, and software are the intellectual property of CHALET AQUARIUS LTD.","common"
"app/legal/terms/page.tsx","128","jsx","8. Pricing and Payment","common"
"app/legal/terms/page.tsx","130","jsx","8.1. Accepted Methods.","common"
"app/legal/terms/page.tsx","130","jsx","We accept payments via Visa and MasterCard.","common"
"app/legal/terms/page.tsx","131","jsx","8.2. Currencies.","common"
"app/legal/terms/page.tsx","131","jsx","We process transactions in GBP (£), EUR (€), and USD ($).","common"
"app/legal/terms/page.tsx","133","jsx","Prices:","common"
"app/legal/terms/page.tsx","135","jsx","Starter Spark: €100.00 / £75.69 / $182.25","common"
"app/legal/terms/page.tsx","136","jsx","Momentum Pack: €200.00 / £151.38 / $364.50","common"
"app/legal/terms/page.tsx","137","jsx","Elite Performance: €300.00 / £227.07 / $546.75","common"
"app/legal/terms/page.tsx","139","jsx","Note: Exchange rates are determined by your bank or payment provider if your account currency differs from the transaction currency.","common"
"app/legal/terms/page.tsx","141","jsx","8.3. Price Changes.","common"
"app/legal/terms/page.tsx","141","jsx","We reserve the right to adjust Token package prices or the Token cost of specific Courses at any time. Such changes will not affect Tokens already purchased or Courses already ordered.","common"
"app/legal/terms/page.tsx","147","jsx","9. Cancellation and Refunds","common"
"app/legal/terms/page.tsx","149","jsx","9.1. Digital Goods Exemption.","common"
"app/legal/terms/page.tsx","149","jsx","By purchasing Tokens and subsequently exchanging them for a Course (digital content), you acknowledge that the Service begins immediately. Under the Consumer Contracts Regulations 2013 and Consumer Rights Act 2015, you consent to the immediate performance of the contract and acknowledge that you thereby lose your right of withdrawal (cooling-off period) once the content has been made available for download or sent to your email.","common"
"app/legal/terms/page.tsx","150","jsx","9.2. Refund of Unused Tokens.","common"
"app/legal/terms/page.tsx","152","jsx","Refunds for unused Token packages may be requested within 14 days of the original transaction date.","common"
"app/legal/terms/page.tsx","153","jsx","If any Tokens from a package have been used to purchase a Course, the entire package is considered &quot;used&quot; and is non-refundable.","common"
"app/legal/terms/page.tsx","155","jsx","9.3. Defective Content.","common"
"app/legal/terms/page.tsx","155","jsx","If a file is corrupted or technically defective, please contact support. We will provide a replacement file. If a replacement is not possible, we may refund the Tokens used for that specific file.","common"
"app/legal/terms/page.tsx","161","jsx","10. Limitation of Liability","common"
"app/legal/terms/page.tsx","163","jsx","To the fullest extent permitted by law, CHALET AQUARIUS LTD shall not be liable for any indirect, incidental, special, consequential, or punitive damages, including without limitation, loss of data, use, goodwill, or other intangible losses, resulting from your access to or use of or inability to access or use the Service.","common"
"app/legal/terms/page.tsx","164","jsx","Our total liability for any claim arising out of or relating to these Terms or our Services, regardless of the form of the action, is limited to the amount paid by you to us for the Service in the 12 months preceding the claim.","common"
"app/legal/terms/page.tsx","170","jsx","11. Technical Requirements","common"
"app/legal/terms/page.tsx","171","jsx","You are responsible for ensuring that you have the necessary hardware (computer, smartphone) and software (PDF reader) to access and view the Courses. We are not liable for incompatibility issues related to your specific device.","common"
"app/legal/terms/page.tsx","178","jsx","12. Governing Law and Jurisdiction","common"
"app/legal/terms/page.tsx","180","jsx","These Terms are governed by and construed in accordance with the laws of England and Wales.","common"
"app/legal/terms/page.tsx","181","jsx","Any disputes arising under or in connection with these Terms shall be subject to the exclusive jurisdiction of the courts of London, England.","common"
"app/legal/terms/page.tsx","187","jsx","13. Contact Information","common"
"app/legal/terms/page.tsx","189","jsx","If you have questions regarding these Terms, payment issues, or technical support, please contact us:","common"
"app/legal/terms/page.tsx","191","jsx","CHALET AQUARIUS LTD","common"
"app/legal/terms/page.tsx","192","jsx","Address:","common"
"app/legal/terms/page.tsx","192","jsx","20 Wenlock Road, London, England, N1 7GU","common"
"app/legal/terms/page.tsx","193","jsx","Email:","common"
